id,ui,page,kind,element,type,reference,outcome,status,note
UI13.01,UI13,sales,component,Sales rankings,titled component,present,COMPARED,PASS,Present in both; paired capture inspected
UI13.02,UI13,sales,component,Top salespeople · invoices,titled component,present,COMPARED,PASS,Present in both; paired capture inspected
UI13.03,UI13,sales,component,Top salespeople · orders,titled component,present,COMPARED,PASS,Present in both; paired capture inspected
UI13.04,UI13,sales,control,Sales rankings · Commercial margin,button,,STATE,PASS,State: content changed (+1 rpc)
UI13.05,UI13,sales,control,Sales rankings · Invoiced sales,button,,REQUEST,PASS,Reloaded its source; same data
UI13.06,UI13,sales,control,Sales rankings · Invoices,button,,STATE,PASS,State: content changed (+1 rpc)
UI13.07,UI13,sales,control,Sales rankings · Next page,button,,STATE,PASS,State: content changed (+1 rpc)
UI13.08,UI13,sales,control,Sales rankings · Orders,button,,STATE,PASS,State: scrolled 0->841
UI13.09,UI13,sales,control,Sales rankings · Previous page,button,,DISABLED,PASS,Disabled at a pagination boundary
UI13.10,UI13,sales,control,Sales rankings · Quotations,button,,STATE,PASS,State: content changed (+1 rpc)
UI13.11,UI13,sales,control,Sales rankings · Show,select,,REQUEST,PASS,Reloaded its source; same data
UI13.12,UI13,sales,control,Sales rankings · metric value,button,,STATE,PASS,State: scrolled 0->961
UI13.13,UI13,sales,control,Sales rankings · metric value,button,,STATE,PASS,State: content changed (+1 rpc)
UI13.14,UI13,sales,control,Sales rankings · metric value,button,,STATE,PASS,State: content changed (+1 rpc)
UI13.15,UI13,sales,control,Sales rankings · record row (sampled 2 of 17),button,,NAV,PASS,Opened native a record form
UI13.16,UI13,sales,control,Sales rankings · record row (sampled 2 of 17),button,,NAV,PASS,Opened native a record form
UI13.17,UI13,sales,control,Top salespeople · invoices · View all,button,,DIALOG,PASS,Dialog: Invoiced sales
UI13.18,UI13,sales,control,Top salespeople · invoices · record row (sampled 2 of 3),button,,NAV,PASS,Opened native Invoices Analysis
UI13.19,UI13,sales,control,Top salespeople · invoices · record row (sampled 2 of 3),button,,NAV,PASS,Opened native Invoices Analysis
UI13.20,UI13,sales,control,Top salespeople · orders · View all,button,,DIALOG,PASS,Dialog: Confirmed orders
UI13.21,UI13,sales,control,Top salespeople · orders · record row (sampled 2 of 2),button,,NAV,PASS,Opened native Sales Analysis
UI13.22,UI13,sales,control,Top salespeople · orders · record row (sampled 2 of 2),button,,NAV,PASS,Opened native Sales Analysis
UI13.23,UI13,sales,reference control,Sales rankings · Top 5 …,reference control,present,REFERENCE-ONLY,PASS,Same ranking-size selector operated in Odoo ('Show')
UI13.24,UI13,sales,reference control,Top salespeople · invoices · record row,reference control,present,REFERENCE-ONLY,PASS,Same row control operated on native records in this panel
UI13.25,UI13,sales,reference control,Top salespeople · invoices · record row,reference control,present,REFERENCE-ONLY,PASS,Same row control operated on native records in this panel
UI13.26,UI13,sales,reference control,Top salespeople · invoices · record row,reference control,present,REFERENCE-ONLY,PASS,Same row control operated on native records in this panel
UI13.27,UI13,sales,reference control,Top salespeople · invoices · record row,reference control,present,REFERENCE-ONLY,PASS,Same row control operated on native records in this panel
UI13.28,UI13,sales,reference control,Top salespeople · invoices · record row,reference control,present,REFERENCE-ONLY,PASS,Same row control operated on native records in this panel
UI13.29,UI13,sales,reference control,Top salespeople · orders · record row,reference control,present,REFERENCE-ONLY,PASS,Same row control operated on native records in this panel
UI13.30,UI13,sales,reference control,Top salespeople · orders · record row,reference control,present,REFERENCE-ONLY,PASS,Same row control operated on native records in this panel
UI13.31,UI13,sales,reference control,Top salespeople · orders · record row,reference control,present,REFERENCE-ONLY,PASS,Same row control operated on native records in this panel
UI13.32,UI13,sales,reference control,Top salespeople · orders · record row,reference control,present,REFERENCE-ONLY,PASS,Same row control operated on native records in this panel
UI13.33,UI13,sales,reference control,Top salespeople · orders · record row,reference control,present,REFERENCE-ONLY,PASS,Same row control operated on native records in this panel
UI14.01,UI14,sales,component,Products & customers,titled component,present,COMPARED,PASS,Present in both; paired capture inspected
UI14.02,UI14,sales,component,Top customers,titled component,present,COMPARED,PASS,Present in both; paired capture inspected
UI14.03,UI14,sales,component,Top products,titled component,present,COMPARED,PASS,Present in both; paired capture inspected
UI14.04,UI14,sales,control,Products & customers · Quantity,button,,STATE,PASS,State: content changed (+1 rpc)
UI14.05,UI14,sales,control,Products & customers · Sales value,button,,REQUEST,PASS,Reloaded its source; same data
UI14.06,UI14,sales,control,Top customers · View all,button,,DIALOG,PASS,Dialog: Invoiced sales
UI14.07,UI14,sales,control,Top customers · record row (sampled 2 of 4),button,,NAV,PASS,Opened native Invoices Analysis
UI14.08,UI14,sales,control,Top customers · record row (sampled 2 of 4),button,,NAV,PASS,Opened native Invoices Analysis
UI14.09,UI14,sales,control,Top products · View all,button,,NAV,PASS,Opened native Invoices Analysis
UI14.10,UI14,sales,control,Top products · record row (sampled 2 of 4),button,,NAV,PASS,Opened native Invoices Analysis
UI14.11,UI14,sales,control,Top products · record row (sampled 2 of 4),button,,NAV,PASS,Opened native Invoices Analysis
UI14.12,UI14,sales,reference control,Top customers · record row,reference control,present,REFERENCE-ONLY,PASS,Same row control operated on native records in this panel
UI14.13,UI14,sales,reference control,Top customers · record row,reference control,present,REFERENCE-ONLY,PASS,Same row control operated on native records in this panel
UI14.14,UI14,sales,reference control,Top customers · record row,reference control,present,REFERENCE-ONLY,PASS,Same row control operated on native records in this panel
UI14.15,UI14,sales,reference control,Top customers · record row,reference control,present,REFERENCE-ONLY,PASS,Same row control operated on native records in this panel
UI14.16,UI14,sales,reference control,Top customers · record row,reference control,present,REFERENCE-ONLY,PASS,Same row control operated on native records in this panel
UI14.17,UI14,sales,reference control,Top products · record row,reference control,present,REFERENCE-ONLY,PASS,Same row control operated on native records in this panel
UI14.18,UI14,sales,reference control,Top products · record row,reference control,present,REFERENCE-ONLY,PASS,Same row control operated on native records in this panel
UI14.19,UI14,sales,reference control,Top products · record row,reference control,present,REFERENCE-ONLY,PASS,Same row control operated on native records in this panel
UI14.20,UI14,sales,reference control,Top products · record row,reference control,present,REFERENCE-ONLY,PASS,Same row control operated on native records in this panel
UI14.21,UI14,sales,reference control,Top products · record row,reference control,present,REFERENCE-ONLY,PASS,Same row control operated on native records in this panel
UI15.01,UI15,sales,component,Delivery status,titled component,present,COMPARED,PASS,Present in both; paired capture inspected
UI15.02,UI15,sales,component,Quotations,titled component,present,COMPARED,PASS,Present in both; paired capture inspected
UI15.03,UI15,sales,component,Recent documents,titled component,present,COMPARED,PASS,Present in both; paired capture inspected
UI15.04,UI15,sales,control,Quotations · Source & definition,button,,DIALOG,PASS,Dialog: Quotations
UI15.05,UI15,sales,control,Quotations · metric value,button,,NAV,PASS,Opened native Sales Analysis
UI15.06,UI15,sales,control,Recent documents · View report,button,,NAV,PASS,Opened native Sales Orders
UI15.07,UI15,sales,nested control,[dialog: Source & definition] Invoiced sales · View report,button,,NAV,PASS,Opened native Invoices Analysis
UI15.08,UI15,sales,reference control,Sales performance · Page 1,reference control x3,present,REFERENCE-ONLY,PASS,Page buttons operated in Odoo
UI15.09,UI15,sales,reference control,"Sales performance · Quotations: 482,100 EGP",reference control,present,REFERENCE-ONLY,PASS,Metric value button operated in Odoo on that card (native value opens its report)
UI15.10,UI15,sales,reference control,Sales performance · Quotations: Source & definition,reference control,present,REFERENCE-ONLY,PASS,Same control operated in Odoo ('Source & definition' on that card)
UI16.01,UI16,inventory,component,From quantity to source records,titled component,present,COMPARED,PASS,Present in both; paired capture inspected
UI16.02,UI16,inventory,component,Keep your working view,titled component,present,COMPARED,PASS,Present in both; paired capture inspected
UI16.03,UI16,inventory,component,Products & locations,titled component,present,COMPARED,PASS,Present in both; paired capture inspected
UI16.04,UI16,inventory,control,Company,select,,STATE,PASS,State: content changed (+10 rpc)
UI16.05,UI16,inventory,control,Edit,button,,STATE,PASS,State: content changed
UI16.06,UI16,inventory,control,Inventory · Apply filters,button,,REQUEST,PASS,Reloaded its source; same data
UI16.07,UI16,inventory,control,Inventory · Clear,button,,REQUEST,PASS,Reloaded its source; same data
UI16.08,UI16,inventory,control,Inventory · Hide negative quantities,input,,STATE,PASS,State: content changed
UI16.09,UI16,inventory,control,Inventory · Hide zero quantities,input,,STATE,PASS,State: content changed
UI16.10,UI16,inventory,control,Inventory · Product category,select,,DRAFT,PASS,"Draft: applied with Apply filters -> REQUEST 1 rpc, same content"
UI16.11,UI16,inventory,control,Inventory · Product or reference,input[search],,STATE,PASS,State: content changed
UI16.12,UI16,inventory,control,Inventory · Sort,select,,STATE,PASS,State: content changed (+1 rpc)
UI16.13,UI16,inventory,control,Inventory · Warehouse,select,,DRAFT,PASS,"Draft: applied with Apply filters -> REQUEST 1 rpc, same content"
UI16.14,UI16,inventory,control,Inventory · metric value,button,,REQUEST,PASS,Reloaded its source; same data
UI16.15,UI16,inventory,control,Inventory · metric value,button,,STATE,PASS,State: content changed (+1 rpc)
UI16.16,UI16,inventory,control,Inventory · metric value,button,,STATE,PASS,State: content changed (+1 rpc)
UI16.17,UI16,inventory,control,Inventory · record row (sampled 2 of 10),button,,REQUEST,PASS,Reloaded its source; same data
UI16.18,UI16,inventory,control,More,button,,STATE,PASS,State: menu opened
UI16.19,UI16,inventory,control,Period,select,,STATE,PASS,State: content changed (+10 rpc)
UI16.20,UI16,inventory,control,Refresh,button,,STATE,PASS,State: content changed (+10 rpc)
UI16.21,UI16,inventory,reference control,About this proposal,reference control,present,REFERENCE-ONLY,N/A,Prototype-only explanation link; the contract replaces implementation notes with owner language
UI16.22,UI16,inventory,reference control,Products & locations · All categories …,reference control,present,REFERENCE-ONLY,PASS,Same filter operated in Odoo (the 'Product category' selector)
UI16.23,UI16,inventory,reference control,Products & locations · All warehouses …,reference control,present,REFERENCE-ONLY,PASS,Same filter operated in Odoo (the 'Warehouse' selector)
UI16.24,UI16,inventory,reference control,Products & locations · Search products…,reference control,present,REFERENCE-ONLY,PASS,Same search field operated in Odoo
UI16.25,UI16,inventory,reference control,Products & locations · checkbox,reference control x2,present,REFERENCE-ONLY,PASS,Same checkbox operated in Odoo
UI16.26,UI16,inventory,reference control,Products & locations · record row,reference control x3,present,REFERENCE-ONLY,PASS,Same row control operated on native records in this panel
UI16.27,UI16,inventory,reference control,Products & locations · record row,reference control x3,present,REFERENCE-ONLY,PASS,Same row control operated on native records in this panel
UI16.28,UI16,inventory,reference control,Products & locations · record row,reference control x2,present,REFERENCE-ONLY,PASS,Same row control operated on native records in this panel
UI18.01,UI18,inventory,control,Inventory · Next page,button,,STATE,PASS,State: content changed (+1 rpc)
UI18.02,UI18,inventory,control,Inventory · Previous page,button,,DISABLED,PASS,Disabled at a pagination boundary
UI18.03,UI18,inventory,reference control,Products & locations · Page 1,reference control x3,present,REFERENCE-ONLY,PASS,Page buttons operated in Odoo
UI18.04,UI18,inventory,reference control,Products & locations · Product name On hand ↓,reference control,present,REFERENCE-ONLY,PASS,Same row control operated on native records in this panel
UI19.01,UI19,inventory,control,Inventory · record row (sampled 1 of 1),button,,NAV,PASS,Opened native Stock
UI19.02,UI19,inventory,control,Inventory · record row (sampled 1 of 1),button,,NAV,PASS,Opened native Stock
UI19.03,UI19,inventory,control,Inventory · record row (sampled 1 of 1),button,,NAV,PASS,Opened native Stock
UI19.04,UI19,inventory,control,Inventory · record row (sampled 1 of 1),button,,NAV,PASS,Opened native Stock
UI19.05,UI19,inventory,control,Inventory · record row (sampled 1 of 1),button,,NAV,PASS,Opened native Stock
UI19.06,UI19,inventory,control,Inventory · record row (sampled 1 of 1),button,,NAV,PASS,Opened native Stock
UI19.07,UI19,inventory,control,Inventory · record row (sampled 1 of 1),button,,NAV,PASS,Opened native Stock
UI19.08,UI19,inventory,control,Inventory · record row (sampled 1 of 1),button,,NAV,PASS,Opened native Stock
UI19.09,UI19,inventory,control,Products & locations · record row (sampled 2 of 3),button,,NAV,PASS,Opened native Stock
UI19.10,UI19,inventory,control,Products & locations · record row (sampled 2 of 3),button,,NAV,PASS,Opened native Stock
UI19.11,UI19,inventory,reference control,Products & locations · Replenishment,reference control,present,REFERENCE-ONLY,PASS,Same row control operated on native records in this panel
UI19.12,UI19,inventory,reference control,Products & locations · record row,reference control x3,present,REFERENCE-ONLY,PASS,Same row control operated on native records in this panel
UI19.13,UI19,inventory,reference control,Products & locations · record row,reference control x3,present,REFERENCE-ONLY,PASS,Same row control operated on native records in this panel
UI19.14,UI19,inventory,reference control,Products & locations · record row,reference control x2,present,REFERENCE-ONLY,PASS,Same row control operated on native records in this panel
UI20.01,UI20,procurement,component,Awaiting approval,titled component,present,COMPARED,PASS,Present in both; paired capture inspected
UI20.02,UI20,procurement,component,Confirmed purchases,titled component,present,COMPARED,PASS,Present in both; paired capture inspected
UI20.03,UI20,procurement,component,Late receipts,titled component,present,COMPARED,PASS,Present in both; paired capture inspected
UI20.04,UI20,procurement,component,Purchasing overview,titled component,present,COMPARED,PASS,Present in both; paired capture inspected
UI20.05,UI20,procurement,component,Recent purchase orders,titled component,present,COMPARED,PASS,Present in both; paired capture inspected
UI20.06,UI20,procurement,component,Supplier payments,titled component,present,COMPARED,PASS,Present in both; paired capture inspected
UI20.07,UI20,procurement,control,Awaiting approval · View source worklist,button,,NAV,PASS,Opened native Purchase Orders
UI20.08,UI20,procurement,control,Awaiting approval · View worklist,button,,NAV,PASS,Opened native Purchase Orders
UI20.09,UI20,procurement,control,Awaiting approval · metric value,button,,NAV,PASS,Opened native Purchase Orders
UI20.10,UI20,procurement,control,Company,select,,STATE,PASS,State: content changed (+11 rpc)
UI20.11,UI20,procurement,control,Confirmed purchases · Source & definition,button,,DIALOG,PASS,Dialog: Confirmed purchases
UI20.12,UI20,procurement,control,Confirmed purchases · metric value,button,,NAV,PASS,Opened native Purchase Analysis
UI20.13,UI20,procurement,control,Edit,button,,STATE,PASS,State: content changed
UI20.14,UI20,procurement,control,Late receipts · Next page,button,,DISABLED,PASS,Disabled at a pagination boundary
UI20.15,UI20,procurement,control,Late receipts · Open report,button,,NAV,PASS,Opened native Purchase Orders
UI20.16,UI20,procurement,control,Late receipts · Previous page,button,,DISABLED,PASS,Disabled at a pagination boundary
UI20.17,UI20,procurement,control,Late receipts · View source worklist,button,,NAV,PASS,Opened native Purchase Orders
UI20.18,UI20,procurement,control,Late receipts · View worklist,button,,NAV,PASS,Opened native Purchase Orders
UI20.19,UI20,procurement,control,Late receipts · metric value,button,,NAV,PASS,Opened native Purchase Orders
UI20.20,UI20,procurement,control,Late receipts · metric value,button,,STATE,PASS,State: scrolled 0->476
UI20.21,UI20,procurement,control,Late receipts · record row (sampled 2 of 3),button,,NAV,PASS,Opened native a record form
UI20.22,UI20,procurement,control,Late receipts · record row (sampled 2 of 3),button,,NAV,PASS,Opened native a record form
UI20.23,UI20,procurement,control,More,button,,STATE,PASS,State: menu opened
UI20.24,UI20,procurement,control,Period,select,,STATE,PASS,State: content changed (+11 rpc)
UI20.25,UI20,procurement,control,Purchasing overview · View report,button,,NAV,PASS,Opened native Purchase Orders
UI20.26,UI20,procurement,control,Recent purchase orders · View all,button,,NAV,PASS,Opened native Purchase Orders
UI20.27,UI20,procurement,control,Recent purchase orders · record row (sampled 2 of 3),button,,NAV,PASS,Opened native a record form
UI20.28,UI20,procurement,control,Recent purchase orders · record row (sampled 2 of 3),button,,NAV,PASS,Opened native a record form
UI20.29,UI20,procurement,control,Refresh,button,,STATE,PASS,State: content changed (+11 rpc)
UI20.30,UI20,procurement,nested control,[dialog: Source & definition] Confirmed purchases · Back to dashboard,button,,CLOSED,PASS,Closed its dialog or menu
UI20.31,UI20,procurement,nested control,[dialog: Source & definition] Confirmed purchases · Close,button,,CLOSED,PASS,Closed its dialog or menu
UI20.32,UI20,procurement,nested control,[dialog: Source & definition] Confirmed purchases · View report,button,,NAV,PASS,Opened native Purchase Analysis
UI20.33,UI20,procurement,nested control,[inline: Edit] Apply filters,button,,STATE,PASS,State: content changed (+11 rpc)
UI20.34,UI20,procurement,reference control,About this proposal,reference control,present,REFERENCE-ONLY,N/A,Prototype-only explanation link; the contract replaces implementation notes with owner language
UI20.35,UI20,procurement,reference control,"Purchasing overview · Awaiting approval: 48,300 EGP",reference control,present,REFERENCE-ONLY,PASS,Metric value button operated in Odoo on that card (native value opens its report)
UI20.36,UI20,procurement,reference control,Purchasing overview · Awaiting approval: Source & definition,reference control,present,REFERENCE-ONLY,N/A,"Owner decision UI20: these count cards open the native worklist ('View worklist', operated) instead of a source drawer"
UI20.37,UI20,procurement,reference control,"Purchasing overview · Confirmed purchases: 728,600 EGP",reference control,present,REFERENCE-ONLY,PASS,Metric value button operated in Odoo on that card (native value opens its report)
UI20.38,UI20,procurement,reference control,Purchasing overview · Confirmed purchases: Source & definition,reference control,present,REFERENCE-ONLY,PASS,Same control operated in Odoo ('Source & definition' on that card)
UI20.39,UI20,procurement,reference control,"Purchasing overview · Late receipts: 91,500 EGP",reference control,present,REFERENCE-ONLY,PASS,Metric value button operated in Odoo on that card (native value opens its report)
UI20.40,UI20,procurement,reference control,Purchasing overview · Late receipts: Source & definition,reference control,present,REFERENCE-ONLY,N/A,"Owner decision UI20: these count cards open the native worklist ('View worklist', operated) instead of a source drawer"
UI20.41,UI20,procurement,reference control,Supplier payments · record row,reference control x4,present,REFERENCE-ONLY,BLOCKED,"Needs Enterprise account_reports (adams_dashboard_finance), not installable in the local Community run; the finance area shows its not-installed state. Verify on the Odoo.sh build."
UI21.01,UI21,crm,component,Expected revenue,titled component,present,COMPARED,PASS,Present in both; paired capture inspected
UI21.02,UI21,crm,component,Open opportunities,titled component,present,COMPARED,PASS,Present in both; paired capture inspected
UI21.03,UI21,crm,component,Pipeline overview,titled component,present,COMPARED,PASS,Present in both; paired capture inspected
UI21.04,UI21,crm,component,Weighted open pipeline,titled component,present,COMPARED,PASS,Present in both; paired capture inspected
UI21.05,UI21,crm,control,Company,select,,STATE,PASS,State: content changed (+10 rpc)
UI21.06,UI21,crm,control,Edit,button,,STATE,PASS,State: content changed
UI21.07,UI21,crm,control,Expected revenue · Source & definition,button,,DIALOG,PASS,Dialog: Expected revenue
UI21.08,UI21,crm,control,Expected revenue · metric value,button,,NAV,PASS,Opened native Pipeline Analysis
UI21.09,UI21,crm,control,More,button,,STATE,PASS,State: menu opened
UI21.10,UI21,crm,control,Open opportunities · Next page,button,,STATE,PASS,State: content changed (+1 rpc)
UI21.11,UI21,crm,control,Open opportunities · Previous page,button,,DISABLED,PASS,Disabled at a pagination boundary
UI21.12,UI21,crm,control,Open opportunities · View report,button,,NAV,PASS,Opened native Pipeline Analysis
UI21.13,UI21,crm,control,Open opportunities · metric value,button,,REQUEST,PASS,Reloaded its source; same data
UI21.14,UI21,crm,control,Open opportunities · metric value,button,,STATE,PASS,State: content changed (+1 rpc)
UI21.15,UI21,crm,control,Open opportunities · metric value,button,,STATE,PASS,State: content changed (+1 rpc)
UI21.16,UI21,crm,control,Open opportunities · record row (sampled 2 of 4),button,,NAV,PASS,Opened native a record form
UI21.17,UI21,crm,control,Open opportunities · record row (sampled 2 of 4),button,,NAV,PASS,Opened native a record form
UI21.18,UI21,crm,control,Period,select,,STATE,PASS,State: content changed (+10 rpc)
UI21.19,UI21,crm,control,Refresh,button,,STATE,PASS,State: content changed (+10 rpc)
UI21.20,UI21,crm,control,Weighted open pipeline · Source & definition,button,,DIALOG,PASS,Dialog: Weighted open pipeline
UI21.21,UI21,crm,control,Weighted open pipeline · metric value,button,,NAV,PASS,Opened native Pipeline Analysis
UI21.22,UI21,crm,nested control,[dialog: Source & definition] Weighted open pipeline · Back to dashboard,button,,CLOSED,PASS,Closed its dialog or menu
UI21.23,UI21,crm,nested control,[dialog: Source & definition] Weighted open pipeline · Close,button,,CLOSED,PASS,Closed its dialog or menu
UI21.24,UI21,crm,nested control,[dialog: Source & definition] Weighted open pipeline · View report,button,,NAV,PASS,Opened native Pipeline Analysis
UI21.25,UI21,crm,nested control,[inline: Edit] Apply filters,button,,STATE,PASS,State: content changed (+10 rpc)
UI21.26,UI21,crm,reference control,About this proposal,reference control,present,REFERENCE-ONLY,N/A,Prototype-only explanation link; the contract replaces implementation notes with owner language
UI21.27,UI21,crm,reference control,Open opportunities · Autumn grooming collection,reference control,present,REFERENCE-ONLY,PASS,Same row control operated on native records in this panel
UI21.28,UI21,crm,reference control,Open opportunities · Monthly supply agreement,reference control,present,REFERENCE-ONLY,PASS,Same row control operated on native records in this panel
UI21.29,UI21,crm,reference control,Open opportunities · New store opening,reference control,present,REFERENCE-ONLY,PASS,Same row control operated on native records in this panel
UI21.30,UI21,crm,reference control,Open opportunities · Retail starter range,reference control,present,REFERENCE-ONLY,PASS,Same row control operated on native records in this panel
UI21.31,UI21,crm,reference control,"Pipeline overview · Expected revenue: 984,000 EGP",reference control,present,REFERENCE-ONLY,PASS,Metric value button operated in Odoo on that card (native value opens its report)
UI21.32,UI21,crm,reference control,Pipeline overview · Expected revenue: Source & definition,reference control,present,REFERENCE-ONLY,PASS,Same control operated in Odoo ('Source & definition' on that card)
UI21.33,UI21,crm,reference control,"Pipeline overview · Weighted open pipeline: 492,000 EGP",reference control,present,REFERENCE-ONLY,PASS,Metric value button operated in Odoo on that card (native value opens its report)
UI21.34,UI21,crm,reference control,Pipeline overview · Weighted open pipeline: Source & definition,reference control,present,REFERENCE-ONLY,PASS,Same control operated in Odoo ('Source & definition' on that card)
UI22.01,UI22,finance,control,Search documents,button,,STATE,PASS,State: content changed
UI22.02,UI22,sales,control,Search documents,button,,STATE,PASS,State: content changed
UI22.03,UI22,inventory,control,Search documents,button,,STATE,PASS,State: content changed
UI22.04,UI22,procurement,control,Search documents,button,,STATE,PASS,State: content changed
UI22.05,UI22,crm,control,Search documents,button,,STATE,PASS,State: content changed
UI22.06,UI22,hr-overview,control,Search documents,button,,STATE,PASS,State: content changed
UI22.07,UI22,hr-attendance,control,Search documents,button,,STATE,PASS,State: content changed
UI22.08,UI22,hr-time_off,control,Search documents,button,,STATE,PASS,State: content changed
UI22.09,UI22,hr-shifts,control,Search documents,button,,STATE,PASS,State: content changed
UI22.10,UI22,hr-employees,control,Search documents,button,,STATE,PASS,State: content changed
UI23.01,UI23,finance,control,Saved views,button,,DIALOG,PASS,Dialog: Saved views
UI23.02,UI23,finance,nested control,[dialog: Saved views] Saved views · Close,button,,CLOSED,PASS,Closed its dialog or menu
UI23.03,UI23,finance,nested control,[dialog: Saved views] Saved views · Restore saved view,button,,DISABLED,PASS,Disabled by state (disabled when shown)
UI23.04,UI23,finance,nested control,[dialog: Saved views] Saved views · Save current view,button,,CLOSED,PASS,Closed its dialog or menu
UI23.05,UI23,finance,nested control,[dialog: Saved views] Saved views · View name,input[text],,DRAFT,PASS,Draft: applied with Apply filters -> CLOSED closed Saved views
UI23.06,UI23,finance,nested control,[menu: More] Saved views,button,,DIALOG,PASS,Dialog: Saved views
UI23.07,UI23,sales,control,Saved views,button,,DIALOG,PASS,Dialog: Saved views
UI23.08,UI23,sales,nested control,[menu: More] Saved views,button,,DIALOG,PASS,Dialog: Saved views
UI23.09,UI23,inventory,control,Saved views,button,,DIALOG,PASS,Dialog: Saved views
UI23.10,UI23,inventory,nested control,[menu: More] Saved views,button,,DIALOG,PASS,Dialog: Saved views
UI23.11,UI23,procurement,control,Saved views,button,,DIALOG,PASS,Dialog: Saved views
UI23.12,UI23,procurement,nested control,[menu: More] Saved views,button,,DIALOG,PASS,Dialog: Saved views
UI23.13,UI23,crm,control,Saved views,button,,DIALOG,PASS,Dialog: Saved views
UI23.14,UI23,crm,nested control,[menu: More] Saved views,button,,DIALOG,PASS,Dialog: Saved views
UI23.15,UI23,hr-overview,control,Saved views,button,,DIALOG,PASS,Dialog: Saved views
UI23.16,UI23,hr-overview,nested control,[menu: More] Saved views,button,,DIALOG,PASS,Dialog: Saved views
UI23.17,UI23,hr-attendance,control,Saved views,button,,DIALOG,PASS,Dialog: Saved views
UI23.18,UI23,hr-attendance,nested control,[menu: More] Saved views,button,,DIALOG,PASS,Dialog: Saved views
UI23.19,UI23,hr-time_off,control,Saved views,button,,DIALOG,PASS,Dialog: Saved views
UI23.20,UI23,hr-time_off,nested control,[menu: More] Saved views,button,,DIALOG,PASS,Dialog: Saved views
UI23.21,UI23,hr-shifts,control,Saved views,button,,DIALOG,PASS,Dialog: Saved views
UI23.22,UI23,hr-shifts,nested control,[menu: More] Saved views,button,,DIALOG,PASS,Dialog: Saved views
UI23.23,UI23,hr-employees,control,Saved views,button,,DIALOG,PASS,Dialog: Saved views
UI23.24,UI23,hr-employees,nested control,[menu: More] Saved views,button,,DIALOG,PASS,Dialog: Saved views
UI25.01,UI25,finance,control,Needs attention,a,,STATE,PASS,State: content changed
UI25.02,UI25,sales,control,Needs attention,a,,STATE,PASS,State: content changed
UI25.03,UI25,inventory,control,Needs attention,a,,STATE,PASS,State: content changed
UI25.04,UI25,procurement,control,Needs attention,a,,STATE,PASS,State: content changed
UI25.05,UI25,crm,control,Needs attention,a,,STATE,PASS,State: content changed
UI25.06,UI25,hr-overview,control,Needs attention,a,,STATE,PASS,State: content changed
UI25.07,UI25,hr-attendance,control,Needs attention,a,,STATE,PASS,State: content changed
UI25.08,UI25,hr-time_off,control,Needs attention,a,,STATE,PASS,State: content changed
UI25.09,UI25,hr-shifts,control,Needs attention,a,,STATE,PASS,State: content changed
UI25.10,UI25,hr-employees,control,Needs attention,a,,STATE,PASS,State: content changed
UI30.01,UI30,finance,component,Cash & working capital,titled component,present,COMPARED,PASS,Present in both; paired capture inspected
UI30.02,UI30,finance,control,Company,select,,REQUEST,PASS,Reloaded its source; same data
UI30.03,UI30,finance,control,Dashboard Settings,button,,NAV,PASS,Opened native Settings
UI30.04,UI30,finance,control,Data & definitions,a,,STATE,PASS,State: content changed
UI30.05,UI30,finance,control,Data & trust,summary,,STATE,PASS,State: content changed
UI30.06,UI30,finance,control,Edit,button,,STATE,PASS,State: content changed
UI30.07,UI30,finance,control,More,button,,STATE,PASS,State: menu opened
UI30.08,UI30,finance,control,Performance context · Review reporting scope,button,,DIALOG,PASS,Dialog: Revenue
UI30.09,UI30,finance,control,Period,select,,STATE,PASS,State: content changed (+9 rpc)
UI30.10,UI30,finance,control,Refresh,button,,STATE,PASS,State: content changed (+9 rpc)
UI30.11,UI30,finance,nested control,[inline: Edit] Apply filters,button,,STATE,PASS,State: content changed (+9 rpc)
UI30.12,UI30,finance,nested control,[menu: More] Data & definitions,button,,STATE,PASS,State: content changed
UI30.13,UI30,finance,reference control,About this proposal,reference control,present,REFERENCE-ONLY,N/A,Prototype-only explanation link; the contract replaces implementation notes with owner language
UI30.14,UI30,sales,control,Company,select,,STATE,PASS,State: content changed (+10 rpc)
UI30.15,UI30,sales,control,Dashboard Settings,button,,NAV,PASS,Opened native Settings
UI30.16,UI30,sales,control,Data & definitions,a,,STATE,PASS,State: content changed
UI30.17,UI30,sales,control,Data & trust,summary,,STATE,PASS,State: content changed
UI30.18,UI30,sales,control,Edit,button,,STATE,PASS,State: content changed
UI30.19,UI30,sales,control,More,button,,STATE,PASS,State: menu opened
UI30.20,UI30,sales,control,Period,select,,STATE,PASS,State: content changed (+10 rpc)
UI30.21,UI30,sales,control,Refresh,button,,REQUEST,PASS,Reloaded its source; same data
UI30.22,UI30,sales,nested control,[inline: Edit] Apply filters,button,,STATE,PASS,State: content changed (+10 rpc)
UI30.23,UI30,sales,nested control,[menu: More] Data & definitions,button,,STATE,PASS,State: content changed
UI30.24,UI30,sales,reference control,About this proposal,reference control,present,REFERENCE-ONLY,N/A,Prototype-only explanation link; the contract replaces implementation notes with owner language
UI30.25,UI30,inventory,control,Dashboard Settings,button,,NAV,PASS,Opened native Settings
UI30.26,UI30,inventory,control,Data & definitions,a,,STATE,PASS,State: content changed
